"","dose","RR","lb","ub"
"1",0,1,1,1
"2",0.0297797797797798,0.999545959496755,0.9989716856508,1.00012056347264
"3",0.0595595595595596,0.999092144223563,0.99794448196533,1.00024112632341
"4",0.0893393393393393,0.99863857312945,0.996918440870547,1.00036167338941
"5",0.119119119119119,0.998185265128885,0.995893614076071,1.00048218950053
"6",0.148898898898899,0.997732239101828,0.994870053074765,1.00060265947953
"7",0.178678678678679,0.99727951389378,0.993847809143331,1.0007230681421
"8",0.208458458458458,0.99682710831584,0.992826933342943,1.00084340029693
"9",0.238238238238238,0.996375041144766,0.9918074765199,1.00096364074577
"10",0.268018018018018,0.995923331123032,0.990789489306308,1.00108377428352
"11",0.297797797797798,0.995471996958901,0.989773022120789,1.00120378569826
"12",0.327577577577578,0.995021057326488,0.988758125169212,1.00132365977138
"13",0.357357357357357,0.994570530865839,0.987744848445454,1.00144338127761
"14",0.387137137137137,0.994120436183003,0.986733241732182,1.00156293498514
"15",0.416916916916917,0.993670791850115,0.985723354601665,1.00168230565567
"16",0.446696696696697,0.993221616405478,0.984715236416608,1.00180147804451
"17",0.476476476476476,0.992772928353653,0.983708936331013,1.0019204369007
"18",0.506256256256256,0.992324746165544,0.982704503291057,1.00203916696702
"19",0.536036036036036,0.991877088278497,0.981701986036009,1.00215765298018
"20",0.565815815815816,0.991429973096396,0.980701433099154,1.00227587967085
"21",0.595595595595596,0.990983418989762,0.979702892808756,1.00239383176379
"22",0.625375375375375,0.99053744429586,0.978706413289034,1.00251149397793
"23",0.655155155155155,0.990092067318804,0.977712042461166,1.00262885102651
"24",0.684934934934935,0.98964730632967,0.976719828044319,1.00274588761715
"25",0.714714714714715,0.989203179566608,0.975729817556693,1.00286258845198
"26",0.744494494494494,0.988759705234963,0.9747420583166,1.00297893822777
"27",0.774274274274274,0.988316901507394,0.973756597443555,1.00309492163599
"28",0.804054054054054,0.987874786523998,0.972773481859397,1.00321052336302
"29",0.833833833833834,0.987433378392439,0.971792758289427,1.00332572809018
"30",0.863613613613614,0.98699269518808,0.970814473263572,1.00344052049392
"31",0.893393393393393,0.986552754954112,0.969838673117566,1.00355488524591
"32",0.923173173173173,0.986113575701699,0.968865403994161,1.00366880701321
"33",0.952952952952953,0.985675175410116,0.967894711844349,1.00378227045836
"34",0.982732732732733,0.985237572026891,0.966926642428615,1.00389526023956
"35",1.01251251251251,0.984800783467954,0.965961241318204,1.00400776101079
"36",1.04229229229229,0.984364827617791,0.964998553896411,1.00411975742196
"37",1.07207207207207,0.983929722329593,0.964038625359895,1.00423123411904
"38",1.10185185185185,0.983495485425417,0.963081500720012,1.00434217574425
"39",1.13163163163163,0.983062134696343,0.962127224804159,1.00445256693619
"40",1.16141141141141,0.982629687902642,0.961175842257158,1.00456239232999
"41",1.19119119119119,0.98219816277394,0.960227397542639,1.00467163655749
"42",1.22097097097097,0.981767577009388,0.959281934944457,1.0047802842474
"43",1.25075075075075,0.981337948277839,0.958339498568121,1.00488832002546
"44",1.28053053053053,0.980909294218018,0.957400132342248,1.00499572851462
"45",1.31031031031031,0.980481632438709,0.956463880020031,1.00510249433522
"46",1.34009009009009,0.980054980518933,0.955530785180729,1.00520860210516
"47",1.36986986986987,0.979629356008135,0.954600891231176,1.00531403644008
"48",1.39964964964965,0.979204776426373,0.953674241407307,1.00541878195356
"49",1.42942942942943,0.978781259264514,0.952750878775706,1.00552282325731
"50",1.45920920920921,0.978358821984424,0.951830846235166,1.00562614496133
"51",1.48898898898899,0.977937482019169,0.950914186518273,1.00572873167416
"52",1.51876876876877,0.977517256773217,0.950000942193009,1.00583056800306
"53",1.54854854854855,0.977098163622643,0.949091155664366,1.00593163855419
"54",1.57832832832833,0.976680219915335,0.948184869175981,1.00603192793285
"55",1.60810810810811,0.976263442971208,0.947282124811794,1.0061314207437
"56",1.63788788788789,0.975847850082415,0.946382964497715,1.00623010159094
"57",1.66766766766767,0.975433458513567,0.945487430003313,1.00632795507858
"58",1.69744744744745,0.97502028550195,0.944595562943518,1.00642496581063
"59",1.72722722722723,0.974608348257751,0.943707404780348,1.00652111839134
"60",1.75700700700701,0.974197663964282,0.942822996824643,1.00661639742542
"61",1.78678678678679,0.973788249778212,0.941942380237819,1.00671078751834
"62",1.81656656656657,0.973380122829798,0.941065596033644,1.00680427327648
"63",1.84634634634635,0.972973300223119,0.940192685080021,1.00689683930746
"64",1.87612612612613,0.972567799036316,0.939323688100794,1.00698847022034
"65",1.90590590590591,0.972163636321834,0.938458645677566,1.00707915062589
"66",1.93568568568569,0.971760829106665,0.937597598251534,1.00716886513689
"67",1.96546546546547,0.971359394392596,0.936740586125341,1.00725759836833
"68",1.99524524524525,0.97095934915646,0.935887649464941,1.00734533493772
"69",2.02502502502503,0.970560710350388,0.935038828301482,1.00743205946537
"70",2.0548048048048,0.970163494902068,0.934194162533199,1.00751775657466
"71",2.08458458458458,0.969767719714999,0.933353691927329,1.00760241089232
"72",2.11436436436436,0.969373401668761,0.932517456122038,1.00768600704874
"73",2.14414414414414,0.968980557619274,0.931685494628356,1.00776852967824
