"","dose","RR","lb","ub"
"1",0,1,1,1
"2",0.0315315315315315,0.998799062286322,0.998163041437017,0.999435488402607
"3",0.0630630630630631,0.997599593787747,0.996329503493383,0.998871303154266
"4",0.0945945945945946,0.996401619606408,0.99449942583352,0.998307451733483
"5",0.126126126126126,0.995205164717397,0.992672847795304,0.997743941601608
"6",0.157657657657658,0.994010253969164,0.990849808391625,0.997180780202888
"7",0.189189189189189,0.992816912083933,0.989030346311962,0.996617974964511
"8",0.220720720720721,0.991625163658112,0.987214499923979,0.996055533296664
"9",0.252252252252252,0.990435033162718,0.985402307275126,0.995493462592582
"10",0.283783783783784,0.989246544943805,0.983593806094265,0.994931770228601
"11",0.315315315315315,0.988059723222894,0.981789033793302,0.994370463564208
"12",0.346846846846847,0.98687459209742,0.979988027468836,0.993809549942099
"13",0.378378378378378,0.985691175541171,0.978190823903823,0.993249036688228
"14",0.40990990990991,0.984509497404743,0.976397459569252,0.992688931111864
"15",0.441441441441441,0.983329581415996,0.974607970625833,0.992129240505646
"16",0.472972972972973,0.982151451180516,0.972822392925705,0.991569972145637
"17",0.504504504504504,0.980975130182086,0.971040762014143,0.991011133291379
"18",0.536036036036036,0.979800641783158,0.969263113131292,0.990452731185952
"19",0.567567567567568,0.978628009225332,0.967489481213907,0.98989477305603
"20",0.599099099099099,0.977457255629846,0.965719900897103,0.989337266111937
"21",0.630630630630631,0.976288403998057,0.963954406516118,0.988780217547703
"22",0.662162162162162,0.975121477211947,0.962193032108093,0.988223634541131
"23",0.693693693693694,0.973956498034617,0.960435811413856,0.987667524253845
"24",0.725225225225225,0.972793489110797,0.958682777879721,0.987111893831357
"25",0.756756756756757,0.971632472967354,0.956933964659299,0.986556750403124
"26",0.788288288288288,0.970473472013815,0.955189404615314,0.986002101082611
"27",0.81981981981982,0.96931650854288,0.953449130321437,0.985447952967348
"28",0.851351351351351,0.968161604730957,0.951713174064125,0.984894313138997
"29",0.882882882882883,0.967008782638688,0.949981567844473,0.984341188663409
"30",0.914414414414414,0.96585806421149,0.948254343380073,0.983788586590692
"31",0.945945945945946,0.964709471280093,0.946531532106887,0.98323651395527
"32",0.977477477477477,0.963563025561087,0.944813165181123,0.98268497777595
"33",1.00900900900901,0.962418748657477,0.943099273481128,0.982133985055984
"34",1.04054054054054,0.961276662059233,0.941389887609283,0.981583542783138
"35",1.07207207207207,0.960136787143855,0.939685037893913,0.981033657929754
"36",1.1036036036036,0.958999145176937,0.937984754391198,0.980484337452816
"37",1.13513513513514,0.957863757312738,0.936289066887104,0.979935588294022
"38",1.16666666666667,0.956730644594752,0.934598004899308,0.979387417379845
"39",1.1981981981982,0.955599827956292,0.932911597679142,0.978839831621606
"40",1.22972972972973,0.954471328221072,0.931229874213541,0.97829283791554
"41",1.26126126126126,0.953345166103792,0.929552863227001,0.977746443142867
"42",1.29279279279279,0.952221362210736,0.927880593183537,0.977200654169859
"43",1.32432432432432,0.951099937040359,0.926213092288659,0.976655477847915
"44",1.35585585585586,0.949980910983899,0.924550388491349,0.976110921013629
"45",1.38738738738739,0.948864304325973,0.922892509486044,0.975566990488861
"46",1.41891891891892,0.947750137245189,0.921239482714628,0.975023693080813
"47",1.45045045045045,0.946638429814761,0.919591335368434,0.974481035582098
"48",1.48198198198198,0.945529202003124,0.917948094390243,0.973939024770817
"49",1.51351351351351,0.944422473674556,0.916309786476303,0.973397667410632
"50",1.54504504504504,0.943318264589804,0.914676438078337,0.972856970250839
"51",1.57657657657658,0.942216594406712,0.913048075405573,0.972316940026446
"52",1.60810810810811,0.941117482680856,0.911424724426773,0.971777583458251
"53",1.63963963963964,0.94002094886618,0.909806410872264,0.971238907252914
"54",1.67117117117117,0.938927012315635,0.90819316023598,0.970700918103036
"55",1.7027027027027,0.937835692281828,0.906584997777509,0.970163622687243
"56",1.73423423423423,0.936747007917667,0.904981948524143,0.969627027670257
"57",1.76576576576577,0.935660978277016,0.903384037272931,0.969091139702979
"58",1.7972972972973,0.934577622315348,0.901791288592746,0.968555965422569
"59",1.82882882882883,0.933496958890407,0.900203726826344,0.968021511452531
"60",1.86036036036036,0.932419006762869,0.898621376092439,0.967487784402785
"61",1.89189189189189,0.931343784597011,0.897044260287774,0.966954790869761
"62",1.92342342342342,0.930271310961379,0.895472403089201,0.966422537436473
"63",1.95495495495495,0.929201604329463,0.893905827955768,0.965891030672608
"64",1.98648648648649,0.928134683080374,0.892344558130799,0.965360277134608
"65",2.01801801801802,0.927070565499527,0.890788616643991,0.964830283365757
"66",2.04954954954955,0.926009269779318,0.889238026313507,0.964301055896265
"67",2.08108108108108,0.92495081401982,0.887692809748074,0.963772601243359
"68",2.11261261261261,0.923895216229467,0.886152989349085,0.963244925911365
"69",2.14414414414414,0.922842494325754,0.884618587312709,0.962718036391799
"70",2.17567567567568,0.921792666135926,0.883089625631992,0.962191939163458
"71",2.20720720720721,0.920745749397686,0.881566126098976,0.961666640692505
"72",2.23873873873874,0.919701761759898,0.880048110306811,0.961142147432566
"73",2.27027027027027,0.918660720783286,0.878535599651874,0.960618465824815
"74",2.3018018018018,0.917622643941154,0.877028615335891,0.96009560229807
"75",2.33333333333333,0.916587548620094,0.875527178368059,0.959573563268886
"76",2.36486486486486,0.915555452120699,0.874031309567174,0.959052355141648
"77",2.3963963963964,0.914526371658289,0.872541029563758,0.958531984308666
